"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3215204061","2023-01-03T14:01:07.000","Bulky Items","Closed","10970 W PALMS BLVD, 90034","34.020822651","-118.418667884","5","Mar Vista"
"1-3215204891","2023-01-03T14:01:18.000","Graffiti Removal","Closed","16438 W TRIBUNE ST, 91344","34.2665290849","-118.490601352","12","Granada Hills South"
"1-3215221691","2023-01-03T14:02:26.000","Bulky Items","Closed","7200 N CHESTNUT LANE, 91405","34.2013946243","-118.441315916","2","Van Nuys"
"1-3215228901","2023-01-03T14:02:28.000","Bulky Items","Closed","668 W 15TH ST, 90731","33.7307097103","-118.291652854","15","Central San Pedro"
"1-3215229871","2023-01-03T14:02:36.000","Bulky Items","Closed","601 N GRAND AVE, 90012","34.0609565567","-118.243847215","1","Historic Cultural North"
"1-3215232421","2023-01-03T14:02:44.000","Bulky Items","Closed","4354 N TEESDALE AVE, 91604","34.1499692767","-118.408289911","4","Studio City"
"1-3215226621","2023-01-03T14:02:48.000","Bulky Items","Closed","2043 N WOLLAM ST, 90065","34.1058509467","-118.227860432","1","Glassell Park"
"1-3215237851","2023-01-03T14:03:02.000","Bulky Items","Closed","1221 W 39TH ST, 90037","34.0156060331","-118.298216157","8","Empowerment Congress North"
"1-3215240961","2023-01-03T14:03:17.000","Bulky Items","Closed","7413 N LOMA VERDE AVE, 91303","34.2050379464","-118.589770966","3","Canoga Park"
"1-3215242551","2023-01-03T14:03:21.000","Bulky Items","Closed","910 S MARIPOSA AVE, 90006","34.0555078718","-118.298614062","10","Wilshire Center-Koreatown"
"1-3215252821","2023-01-03T14:04:20.000","Graffiti Removal","Closed","1101 S WESTWOOD BLVD, 90024","34.0604464923","-118.445714458","5","North Westwood"
"1-3215252829","2023-01-03T14:04:21.000","Graffiti Removal","Closed","4202 W 3RD ST, 90020","34.0688149357","-118.305638812","10","Wilshire Center-Koreatown"
"1-3215252850","2023-01-03T14:04:21.000","Graffiti Removal","Closed","938 S ARDMORE AVE, 90006","34.0546684565","-118.301884693","10","Wilshire Center-Koreatown"
"1-3215252843","2023-01-03T14:04:21.000","Graffiti Removal","Closed","910 S NEW HAMPSHIRE AVE, 90006","34.0554020778","-118.292801093","10","Wilshire Center-Koreatown"
"1-3215252836","2023-01-03T14:04:21.000","Graffiti Removal","Closed","2716 W OLYMPIC BLVD, 90006","34.0524164395","-118.292221692","10","Pico Union"
"1-3215252868","2023-01-03T14:04:22.000","Graffiti Removal","Closed","900 S NEW HAMPSHIRE AVE, 90006","34.0557117709","-118.292768837","10","Wilshire Center-Koreatown"
"1-3215254281","2023-01-03T14:04:23.000","Bulky Items","Closed","1617 N EDGECLIFFE DR, 90026","34.091629488","-118.277198784","13","Silver Lake"
"1-3215266141","2023-01-03T14:04:57.000","Bulky Items","Closed","6536 N VARNA AVE, 91401","34.1893800791","-118.424610165","2","Greater Valley Glen"
"1-3215270261","2023-01-03T14:05:10.000","Illegal Dumping Pickup","Closed","668 W 15TH ST, 90731","33.7307097103","-118.291652854","15","Central San Pedro"
"1-3215271891","2023-01-03T14:05:24.000","Bulky Items","Closed","11436 N OSTROM AVE, 91344","34.2784332902","-118.506979701","12","Granada Hills North"
"1-3215273061","2023-01-03T14:05:24.000","Illegal Dumping Pickup","Closed","69TH ST AT MAIN ST, 90003","33.9773658759","-118.273971252","9","CANNDU"
"1-3215274881","2023-01-03T14:05:45.000","Bulky Items","Closed","910 S MARIPOSA AVE, 90006","34.0555078718","-118.298614062","10","Wilshire Center-Koreatown"
"1-3215275671","2023-01-03T14:05:45.000","Bulky Items","Closed","10973 W PALMS BLVD, 90034","34.0210683758","-118.418917726","5","Mar Vista"
"1-3215275751","2023-01-03T14:05:46.000","Graffiti Removal","Closed","10800 N WOODLEY AVE, 91344","34.2664805853","-118.484697017","12","Granada Hills South"
"1-3215284351","2023-01-03T14:06:07.000","Bulky Items","Closed","201 S OCCIDENTAL BLVD, 90057","34.0693267306","-118.281333536","13","Rampart Village"
"1-3215287331","2023-01-03T14:06:27.000","Illegal Dumping Pickup","Closed","8001 S BROADWAY, 90003","33.966751718","-118.278529603","9","CANNDU"
"1-3215289101","2023-01-03T14:06:28.000","Bulky Items","Closed","1909 W 36TH ST, 90018","34.0228947462","-118.314054961","8","Empowerment Congress North"
"1-3215287401","2023-01-03T14:06:28.000","Bulky Items","Closed","1506 S SIERRA BONITA AVE, 90019","34.0473961919","-118.359502771","10","P.I.C.O."
"1-3215300521","2023-01-03T14:06:52.000","Graffiti Removal","Closed","18108 W SCHOENBORN ST, 91325","34.2216960435","-118.527747621","12","Northridge South"
"1-3215303021","2023-01-03T14:06:55.000","Graffiti Removal","Closed","1500 W 11TH ST, 90015","34.046848669","-118.273515656","1","Pico Union"
"1-3215302231","2023-01-03T14:06:57.000","Bulky Items","Closed","5930 W BARTON AVE, 90038","34.0878429287","-118.323347868","13","Hollywood Studio District"
"1-3215308761","2023-01-03T14:07:35.000","Graffiti Removal","Closed","1040 S BLAINE ST, 90015","34.0462049092","-118.270693926","1","Pico Union"
"1-3215299361","2023-01-03T14:07:36.000","Bulky Items","Closed","142 N RAMPART BLVD, 90026","34.0704395788","-118.275995931","13","Echo Park"
"1-3215310891","2023-01-03T14:07:40.000","Graffiti Removal","Closed","5198 W 64TH ST, 90056","33.9819526291","-118.37074357","11","Westchester/Playa"
"1-3215315986","2023-01-03T14:07:56.000","Graffiti Removal","Closed","700 W 82ND ST, 90044","33.9641701407","-118.285653311","8","Empowerment Congress Southeast"
"1-3215315981","2023-01-03T14:07:56.000","Graffiti Removal","Closed","716 W 82ND ST, 90044","33.9641665573","-118.28602926","8","Empowerment Congress Southeast"
"1-3215316017","2023-01-03T14:07:57.000","Graffiti Removal","Closed","3425 W HYDE PARK BLVD, 90043","33.9807228018","-118.331773803","8","Park Mesa Heights"
"1-3215315992","2023-01-03T14:07:57.000","Graffiti Removal","Closed","509 W 82ND ST, 90044","33.9644066887","-118.283240527","8","Empowerment Congress Southeast"
"1-3215316002","2023-01-03T14:07:57.000","Graffiti Removal","Closed","6801 S FIGUEROA ST, 90003","33.9781097492","-118.282967774","8","Empowerment Congress Central"
"1-3215316007","2023-01-03T14:07:57.000","Graffiti Removal","Closed","801 W AVENUE 67, 90042","34.119354836","-118.17334032","14","Historic Highland Park"
"1-3215316012","2023-01-03T14:07:57.000","Graffiti Removal","Closed","1700 W 62ND ST, 90047","33.9831416875","-118.306846458","8","Empowerment Congress Central"
"1-3215315997","2023-01-03T14:07:57.000","Graffiti Removal","Closed","7411 S FIGUEROA ST, 90003","33.9723042673","-118.28302551","8",""
"1-3215316022","2023-01-03T14:07:58.000","Graffiti Removal","Closed","3415 W HYDE PARK BLVD, 90043","33.9807149051","-118.331430923","8","Park Mesa Heights"
"1-3215317251","2023-01-03T14:08:02.000","Illegal Dumping Pickup","Closed","5930 W BARTON AVE, 90038","34.0878429287","-118.323347868","13","Hollywood Studio District"
"1-3215323461","2023-01-03T14:08:20.000","Bulky Items","Closed","6511 N BEEMAN AVE, 91606","34.1889552743","-118.407444163","2","Greater Valley Glen"
"1-3215321641","2023-01-03T14:08:35.000","Graffiti Removal","Cancelled","6350 N BECK AVE, 91606","34.1861862837","-118.383321394","2","NoHo"
"1-3215325131","2023-01-03T14:08:36.000","Graffiti Removal","Cancelled","SHERMAN WAY AT LINDLEY AVE, 91335","34.2012341518","-118.527360175","3","Reseda"
"1-3215329041","2023-01-03T14:08:48.000","Graffiti Removal","Closed","3041 W 7TH ST, 90005","34.0599068351","-118.290103766","10","Wilshire Center-Koreatown"
"1-3215328531","2023-01-03T14:08:51.000","Bulky Items","Closed","1921 W 36TH ST, 90018","34.0229079258","-118.314643199","8","Empowerment Congress North"
"1-3215326431","2023-01-03T14:08:56.000","Bulky Items","Closed","8714 W APPERSON ST, 91040","34.2559160778","-118.322872851","7","Sunland-Tujunga"
"1-3215335651","2023-01-03T14:09:37.000","Bulky Items","Closed","9116 S MENLO AVE, 90044","33.9536469184","-118.290331258","8","Empowerment Congress Southeast"
"1-3215337261","2023-01-03T14:09:50.000","Bulky Items","Closed","3241 S FEDERAL AVE, 90066","34.0194875562","-118.433921612","11","Mar Vista"
"1-3215339411","2023-01-03T14:09:53.000","Bulky Items","Closed","8714 W APPERSON ST, 91040","34.2559160778","-118.322872851","7","Sunland-Tujunga"
"1-3215346251","2023-01-03T14:10:24.000","Bulky Items","Closed","7241 N WHITAKER AVE, 91406","34.2023790883","-118.498025306","6","Lake Balboa"
"1-3215349731","2023-01-03T14:10:34.000","Bulky Items","Closed","9112 S MENLO AVE, 90044","33.9537671397","-118.29033132","8","Empowerment Congress Southeast"
"1-3215348511","2023-01-03T14:10:35.000","Bulky Items","Closed","4230 S CENTINELA AVE, 90066","33.9957759118","-118.426756783","11","Del Rey"
"1-3215355781","2023-01-03T14:10:55.000","Illegal Dumping Pickup","Closed","8740 N OWENSMOUTH AVE, 91304","34.2293445944","-118.601546934","3","Canoga Park"
"1-3215371061","2023-01-03T14:11:53.000","Bulky Items","Closed","5502 W BARTON AVE, 90038","34.0873663306","-118.311586238","13","Hollywood Studio District"
"1-3215378061","2023-01-03T14:12:28.000","Bulky Items","Closed","3521 S MOUNTAIN VIEW AVE, 90066","34.0118747024","-118.435077843","11","Mar Vista"
"1-3215380526","2023-01-03T14:12:51.000","Graffiti Removal","Closed","5319 S NORMANDIE AVE, 90037","33.9939455677","-118.3003391","8","Empowerment Congress Central"
"1-3215380551","2023-01-03T14:12:51.000","Graffiti Removal","Closed","5831 S VERMONT AVE, 90044","33.9888147096","-118.291634992","9","Voices"
"1-3215380521","2023-01-03T14:12:51.000","Graffiti Removal","Closed","5321 S NORMANDIE AVE, 90037","33.9935291224","-118.300391661","8","Empowerment Congress Central"
"1-3215380546","2023-01-03T14:12:51.000","Graffiti Removal","Closed","5500 S NORMANDIE AVE, 90037","33.9923081854","-118.300117254","9","Voices"
"1-3215380541","2023-01-03T14:12:51.000","Graffiti Removal","Closed","1705 W 55TH ST, 90062","33.9924413146","-118.306891503","8","Empowerment Congress Central"
"1-3215387901","2023-01-03T14:13:24.000","Illegal Dumping Pickup","Closed","9600 N BADEN AVE, 91311","34.2446746091","-118.619006437","12","Chatsworth"
"1-3215386301","2023-01-03T14:13:25.000","Illegal Dumping Pickup","Pending","10718 N HASKELL AVE, 91344","34.2651626818","-118.4759713","12","Granada Hills South"
"1-3215387121","2023-01-03T14:13:27.000","Illegal Dumping Pickup","Closed","910 E INDIANA AVE, 90291","33.9996101124","-118.463252104","11","Venice"
"1-3215390091","2023-01-03T14:13:37.000","Bulky Items","Closed","2738 E MARENGO ST, 90033","34.0544197846","-118.19654602","14","Boyle Heights"
"1-3215394461","2023-01-03T14:14:11.000","Homeless Encampment","Closed","15354 W GAULT ST, 91406","34.1992381264","-118.468125188","6","Van Nuys"
"1-3215398111","2023-01-03T14:14:19.000","Bulky Items","Closed","807 E 25TH ST, 90011","34.021570867","-118.258539902","9","South Central"
"1-3215396171","2023-01-03T14:14:25.000","Bulky Items","Closed","5400 N LINDLEY AVE, 91316","34.1684431539","-118.52713582","4","Encino"
"1-3215401231","2023-01-03T14:14:34.000","Bulky Items","Closed","1120 W 26TH ST, 90731","33.7207904347","-118.302042515","15","Coastal San Pedro"
"1-3215397701","2023-01-03T14:14:49.000","Illegal Dumping Pickup","Closed","9516 N BADEN AVE, 91311","34.2432828418","-118.618980703","12","Chatsworth"
"1-3215403631","2023-01-03T14:14:55.000","Illegal Dumping Pickup","Closed","4411 W LOS FELIZ BLVD, 90027","34.1123672652","-118.285877684","4","Los Feliz"
"1-3215405871","2023-01-03T14:15:09.000","Bulky Items","Closed","807 E 25TH ST, 90011","34.021570867","-118.258539902","9","South Central"
"1-3215407291","2023-01-03T14:15:13.000","Bulky Items","Closed","6347 W HARMAN DR, 91042","34.2378030726","-118.269823148","7","Sunland-Tujunga"
"1-3215408331","2023-01-03T14:15:14.000","Bulky Items","Closed","4935 N CAHUENGA BLVD, 91601","34.1604795206","-118.36174283","2","NoHo"
"1-3215411211","2023-01-03T14:15:26.000","Bulky Items","Closed","523 N AVENUE 54, 90042","34.1127524578","-118.199000082","1","Historic Highland Park"
"1-3215423901","2023-01-03T14:15:55.000","Bulky Items","Closed","325 W 47TH PL, 90037","34.0002355528","-118.279073572","9","Zapata-King"
"1-3215424261","2023-01-03T14:15:56.000","Bulky Items","Closed","11641 W MOORPARK ST, 91602","34.1505155423","-118.386955736","2","Studio City"
"1-3215426521","2023-01-03T14:16:07.000","Bulky Items","Closed","12524 W OXNARD ST, 91606","34.1792585544","-118.406301401","2","Greater Valley Glen"
"1-3215431421","2023-01-03T14:16:22.000","Illegal Dumping Pickup","Closed","1640 S ST ANDREWS PL, 90019","34.0423210718","-118.311451102","10","United Neighborhoods"
"1-3215431951","2023-01-03T14:16:24.000","Bulky Items","Closed","1341 N HOBART BLVD, 90027","34.0962451729","-118.305815752","13","East Hollywood"
"1-3215441141","2023-01-03T14:16:44.000","Bulky Items","Closed","1525 S HI POINT ST, 90035","34.0495441096","-118.369429646","10","P.I.C.O."
"1-3215437111","2023-01-03T14:16:54.000","Bulky Items","Closed","965 S MAGNOLIA AVE, 90006","34.0534462948","-118.286776442","1","MacArthur Park"
"1-3215444361","2023-01-03T14:17:01.000","Bulky Items","Closed","11408 W ARCHWOOD ST, 91606","34.1920850249","-118.379415051","2","North Hollywood Northeast"
"1-3215446531","2023-01-03T14:17:08.000","Bulky Items","Closed","4702 N BECK AVE, 91602","34.1559825819","-118.383271352","2","Valley Village"
"1-3215445425","2023-01-03T14:17:08.000","Graffiti Removal","Closed","3134 W OLYMPIC BLVD, 90006","34.05237365","-118.304479695","10","Wilshire Center-Koreatown"
"1-3215445411","2023-01-03T14:17:08.000","Graffiti Removal","Closed","965 S WESTERN AVE, 90006","34.0535476331","-118.309308509","10","Wilshire Center-Koreatown"
"1-3215445418","2023-01-03T14:17:08.000","Graffiti Removal","Closed","3031 W OLYMPIC BLVD, 90006","34.0527724119","-118.301295021","10","Wilshire Center-Koreatown"
"1-3215445434","2023-01-03T14:17:09.000","Graffiti Removal","Closed","3429 W 10TH ST, 90019","34.0528126913","-118.313101102","5","Greater Wilshire"
"1-3215445451","2023-01-03T14:17:09.000","Graffiti Removal","Closed","966 S WESTERN AVE, 90006","34.0537303048","-118.308870689","10","Wilshire Center-Koreatown"
"1-3215450231","2023-01-03T14:17:17.000","Bulky Items","Closed","11931 W TIARA ST, 91607","34.1786360611","-118.393328097","2","NoHo"
"1-3215448251","2023-01-03T14:17:18.000","Illegal Dumping Pickup","Closed","13328 S VERMONT AVE, 90247","33.9104822039","-118.291453672","15","Harbor Gateway North"
"1-3215452041","2023-01-03T14:17:24.000","Bulky Items","Closed","1930 S BEVERLY GLEN BLVD, 90025","34.0544234211","-118.422890887","5","Westside"
"1-3215458911","2023-01-03T14:17:45.000","Illegal Dumping Pickup","Closed","8980 W CADILLAC AVE, 90034","34.0408752903","-118.387228232","10","South Robertson"
"1-3215460441","2023-01-03T14:17:52.000","Graffiti Removal","Closed","1400 N HOBART BLVD, 90027","34.0967639132","-118.305490882","13","East Hollywood"
"1-3215457391","2023-01-03T14:17:54.000","Graffiti Removal","Closed","HANNA AVE AT GLEDHILL ST, 91311","34.2415945073","-118.608230286","12","Chatsworth"
"1-3215466151","2023-01-03T14:18:19.000","Bulky Items","Closed","11032 W PEORIA ST, 91352","34.2449670663","-118.371300902","7","Sun Valley Area"
"1-3215472941","2023-01-03T14:18:36.000","Bulky Items","Closed","8722 N NOBLE AVE, 91343","34.2291412581","-118.461010505","6","North Hills East"
"1-3215472251","2023-01-03T14:18:40.000","Bulky Items","Closed","456 S SHATTO PL, 90020","34.0654928414","-118.289760372","1","Rampart Village"
"1-3215477911","2023-01-03T14:18:51.000","Illegal Dumping Pickup","Closed","5701 N STANSBURY AVE, 91401","34.174116839","-118.44125098","4","Van Nuys"
"1-3215477311","2023-01-03T14:19:00.000","Bulky Items","Closed","1937 S BEVERLY GLEN BLVD, 90025","34.0540644029","-118.423349713","5","Westside"
"1-3215480741","2023-01-03T14:19:07.000","Graffiti Removal","Closed","1767 N ORCHID AVE, 90028","34.1035967568","-118.340333406","13","Hollywood Hills West"
"1-3215483331","2023-01-03T14:19:10.000","Bulky Items","Closed","1516 S CARMONA AVE, 90019","34.0469611644","-118.358591688","10","P.I.C.O."
"1-3215487371","2023-01-03T14:19:19.000","Bulky Items","Closed","1327 N HOBART BLVD, 90027","34.0958426556","-118.305808184","13","East Hollywood"
"1-3215490901","2023-01-03T14:19:34.000","Graffiti Removal","Closed","136 E 32ND ST, 90011","34.0196245834","-118.270528867","9","South Central"
"1-3215490992","2023-01-03T14:19:35.000","Graffiti Removal","Closed","4272 S FIGUEROA ST, 90037","34.0057470224","-118.282555194","9","Voices"
"1-3215490997","2023-01-03T14:19:35.000","Graffiti Removal","Closed","4327 S FIGUEROA ST, 90037","34.0047341118","-118.282950052","9","Voices"
"1-3215491059","2023-01-03T14:19:35.000","Graffiti Removal","Closed","4161 S FIGUEROA ST, 90037","34.0076668171","-118.28299576","9","Voices"
"1-3215491161","2023-01-03T14:19:35.000","Graffiti Removal","Closed","4403 S FIGUEROA ST, 90037","34.0035430982","-118.283025719","9","Voices"
"1-3215491104","2023-01-03T14:19:35.000","Graffiti Removal","Closed","505 W VERNON AVE, 90037","34.0038951321","-118.283107487","9","Voices"
"1-3215491052","2023-01-03T14:19:35.000","Graffiti Removal","Closed","4353 S FIGUEROA ST, 90037","34.0042559259","-118.283027959","9","Voices"
"1-3215490907","2023-01-03T14:19:35.000","Graffiti Removal","Closed","954 E 31ST ST, 90011","34.0151858603","-118.258358697","9","South Central"
"1-3215491169","2023-01-03T14:19:36.000","Graffiti Removal","Closed","4403 S FIGUEROA ST, 90037","34.0035430982","-118.283025719","9","Voices"
"1-3215491206","2023-01-03T14:19:36.000","Graffiti Removal","Closed","4901 S FIGUEROA ST, 90037","33.9985293252","-118.282918611","9","Voices"
"1-3215498361","2023-01-03T14:20:01.000","Bulky Items","Closed","8722 N NOBLE AVE, 91343","34.2291412581","-118.461010505","6","North Hills East"
"1-3215494111","2023-01-03T14:20:06.000","Illegal Dumping Pickup","Closed","17950 W SCHOENBORN ST, 91325","34.2217050794","-118.524972167","12","Northridge South"
"1-3215501031","2023-01-03T14:20:12.000","Graffiti Removal","Closed","610 S ARDMORE AVE, 90005","34.0631533103","-118.301455048","10","Wilshire Center-Koreatown"
"1-3215501821","2023-01-03T14:20:18.000","Bulky Items","Closed","5411 W RUSSELL AVE, 90027","34.1042966904","-118.307659373","4","Los Feliz"
